Date,Headline,Summary,Sentiment Score,Stock Name,Close,MA_7,MA_14,MA_30,Volatility_7,Sentiment_MA_7
2025-02-13,"Eli Lilly's stock recovery chugs along, and Amazon's AI strategy adds a new pillar","Every weekday, the Investing Club releases the Homestretch; an actionable afternoon update just in time for the last hour of trading.",0.0,AMZN,230.3699951171875,231.43285260881697,233.59928240094865,235.2776646931966,1.958298293326839,0.038571428571428576
2025-02-13,"What we know about Alexa+ — Amazon’s new AI-powered voice assistant — and how the price compares to Google Gemini, ChatGPT","Amazon has revealed its new Alexa+ service, but it comes with a catch.",0.09,AMZN,230.3699951171875,231.0371377127511,232.7642822265625,235.109331258138,1.8316102750181118,0.05142857142857143
2025-02-14,"Eli Lilly's stock recovery chugs along, and Amazon's AI strategy adds a new pillar","Every weekday, the Investing Club releases the Homestretch; an actionable afternoon update just in time for the last hour of trading.",0.0,AMZN,228.67999267578125,230.39999389648438,232.22928183419364,234.9036641438802,1.7521994270159975,0.038571428571428576
2025-02-14,"What we know about Alexa+ — Amazon’s new AI-powered voice assistant — and how the price compares to Google Gemini, ChatGPT","Amazon has revealed its new Alexa+ service, but it comes with a catch.",0.09,AMZN,228.67999267578125,229.81713649204798,231.69428144182478,234.6979970296224,1.4962151713143341,0.05142857142857143
2025-02-18,"Eli Lilly's stock recovery chugs along, and Amazon's AI strategy adds a new pillar","Every weekday, the Investing Club releases the Homestretch; an actionable afternoon update just in time for the last hour of trading.",0.0,AMZN,226.6499938964844,228.94427926199776,230.82428087506977,234.4056635538737,1.2562629601521504,0.038571428571428576
2025-02-18,"What we know about Alexa+ — Amazon’s new AI-powered voice assistant — and how the price compares to Google Gemini, ChatGPT","Amazon has revealed its new Alexa+ service, but it comes with a catch.",0.09,AMZN,226.6499938964844,228.61856515066964,229.95428030831476,234.113330078125,1.5269846760820536,0.05142857142857143
2025-02-19,"Eli Lilly's stock recovery chugs along, and Amazon's AI strategy adds a new pillar","Every weekday, the Investing Club releases the Homestretch; an actionable afternoon update just in time for the last hour of trading.",0.0,AMZN,226.6300048828125,228.28999546595983,229.77428109305248,233.72933044433594,1.6877880878765092,0.038571428571428576
2025-02-19,"What we know about Alexa+ — Amazon’s new AI-powered voice assistant — and how the price compares to Google Gemini, ChatGPT","Amazon has revealed its new Alexa+ service, but it comes with a catch.",0.09,AMZN,226.6300048828125,227.7557111467634,229.59428187779022,233.34533081054687,1.5012619041061686,0.05142857142857143
2025-02-20,"Eli Lilly's stock recovery chugs along, and Amazon's AI strategy adds a new pillar","Every weekday, the Investing Club releases the Homestretch; an actionable afternoon update just in time for the last hour of trading.",0.0,AMZN,222.8800048828125,226.68571254185267,228.86142512730194,232.87233072916666,1.934186979114623,0.038571428571428576
2025-02-20,"What we know about Alexa+ — Amazon’s new AI-powered voice assistant — and how the price compares to Google Gemini, ChatGPT","Amazon has revealed its new Alexa+ service, but it comes with a catch.",0.09,AMZN,222.8800048828125,225.85714285714286,228.12856837681366,232.39933064778646,2.1659116286070867,0.05142857142857143
2025-02-21,"Eli Lilly's stock recovery chugs along, and Amazon's AI strategy adds a new pillar","Every weekday, the Investing Club releases the Homestretch; an actionable afternoon update just in time for the last hour of trading.",0.0,AMZN,216.5800018310547,224.12857273646765,226.97285461425784,231.79733072916667,3.7711231965714114,0.038571428571428576
2025-02-21,"What we know about Alexa+ — Amazon’s new AI-powered voice assistant — and how the price compares to Google Gemini, ChatGPT","Amazon has revealed its new Alexa+ service, but it comes with a catch.",0.09,AMZN,216.5800018310547,222.69000244140625,225.81714085170202,231.19533081054686,4.499355279247384,0.05142857142857143
2025-02-24,"Eli Lilly's stock recovery chugs along, and Amazon's AI strategy adds a new pillar","Every weekday, the Investing Club releases the Homestretch; an actionable afternoon update just in time for the last hour of trading.",0.0,AMZN,212.7100067138672,220.69857570103235,224.658570425851,230.36299794514974,5.440948243563466,0.038571428571428576
2025-02-24,"What we know about Alexa+ — Amazon’s new AI-powered voice assistant — and how the price compares to Google Gemini, ChatGPT","Amazon has revealed its new Alexa+ service, but it comes with a catch.",0.09,AMZN,212.7100067138672,218.71000453404017,223.5,229.5306650797526,5.455547361107029,0.05142857142857143
2025-02-25,"Eli Lilly's stock recovery chugs along, and Amazon's AI strategy adds a new pillar","Every weekday, the Investing Club releases the Homestretch; an actionable afternoon update just in time for the last hour of trading.",0.0,AMZN,212.8000030517578,216.73428998674666,222.245000566755,228.70999857584636,4.53606948515643,0.038571428571428576
2025-02-25,"What we know about Alexa+ — Amazon’s new AI-powered voice assistant — and how the price compares to Google Gemini, ChatGPT","Amazon has revealed its new Alexa+ service, but it comes with a catch.",0.09,AMZN,212.8000030517578,215.2942897251674,220.99000113351005,227.88933207194012,3.800200763877762,0.05142857142857143
2025-02-26,"Eli Lilly's stock recovery chugs along, and Amazon's AI strategy adds a new pillar","Every weekday, the Investing Club releases the Homestretch; an actionable afternoon update just in time for the last hour of trading.",0.0,AMZN,214.3500061035156,214.07571847098214,219.9664306640625,226.96566569010417,1.8075462589363327,0.038571428571428576
2025-02-26,"What we know about Alexa+ — Amazon’s new AI-powered voice assistant — and how the price compares to Google Gemini, ChatGPT","Amazon has revealed its new Alexa+ service, but it comes with a catch.",0.09,AMZN,214.3500061035156,213.75714765276228,218.94286019461495,226.04199930826823,1.45468942065788,0.05142857142857143
2024-12-30,Snowflake surges 13% on earnings beat as company expands AI push,Snowflake announced an expanded partnership with Microsoft Azure to offer access to OpenAI models on Wednesday.,0.1027,MSFT,423.9798583984375,423.9798583984375,423.9798583984375,423.9798583984375,,0.1027
2024-12-31,Snowflake surges 13% on earnings beat as company expands AI push,Snowflake announced an expanded partnership with Microsoft Azure to offer access to OpenAI models on Wednesday.,0.1027,MSFT,420.6565246582031,422.3181915283203,422.3181915283203,422.3181915283203,2.3499518238657786,0.1027
2025-01-02,Snowflake surges 13% on earnings beat as company expands AI push,Snowflake announced an expanded partnership with Microsoft Azure to offer access to OpenAI models on Wednesday.,0.1027,MSFT,417.7423706054688,420.7929178873698,420.7929178873698,420.7929178873698,3.1209799465200434,0.1027
2025-01-03,Snowflake surges 13% on earnings beat as company expands AI push,Snowflake announced an expanded partnership with Microsoft Azure to offer access to OpenAI models on Wednesday.,0.1027,MSFT,422.5028381347656,421.22039794921875,421.22039794921875,421.22039794921875,2.687867934038746,0.1027
2025-01-06,Snowflake surges 13% on earnings beat as company expands AI push,Snowflake announced an expanded partnership with Microsoft Azure to offer access to OpenAI models on Wednesday.,0.1027,MSFT,426.9938354492188,422.3750854492188,422.3750854492188,422.3750854492188,3.476347456225665,0.10269999999999999
2025-01-07,Snowflake surges 13% on earnings beat as company expands AI push,Snowflake announced an expanded partnership with Microsoft Azure to offer access to OpenAI models on Wednesday.,0.1027,MSFT,421.5247802734375,422.2333679199219,422.2333679199219,422.2333679199219,3.1286572931187893,0.1027
2025-01-08,Snowflake surges 13% on earnings beat as company expands AI push,Snowflake announced an expanded partnership with Microsoft Azure to offer access to OpenAI models on Wednesday.,0.1027,MSFT,423.7104187011719,422.44437517438615,422.44437517438615,422.44437517438615,2.910111477511423,0.1027
2025-01-10,Snowflake surges 13% on earnings beat as company expands AI push,Snowflake announced an expanded partnership with Microsoft Azure to offer access to OpenAI models on Wednesday.,0.1027,MSFT,418.1116333007813,421.6060573032924,421.90278244018555,421.90278244018555,3.222524846303025,0.1027
2025-01-13,Snowflake surges 13% on earnings beat as company expands AI push,Snowflake announced an expanded partnership with Microsoft Azure to offer access to OpenAI models on Wednesday.,0.1027,MSFT,416.3551635742188,420.9915771484375,421.28638034396704,421.28638034396704,3.7933092411772136,0.1027
2025-01-14,Snowflake surges 13% on earnings beat as company expands AI push,Snowflake announced an expanded partnership with Microsoft Azure to offer access to OpenAI models on Wednesday.,0.1027,MSFT,414.8382263183594,420.57669939313615,420.6415649414063,420.6415649414063,4.328908415360007,0.1027
2025-01-15,Snowflake surges 13% on earnings beat as company expands AI push,Snowflake announced an expanded partnership with Microsoft Azure to offer access to OpenAI models on Wednesday.,0.1027,MSFT,425.4569091796875,420.9987095424107,421.07932350852275,421.07932350852275,4.6778997701525284,0.10270000000000001
2025-01-16,Snowflake surges 13% on earnings beat as company expands AI push,Snowflake announced an expanded partnership with Microsoft Azure to offer access to OpenAI models on Wednesday.,0.1027,MSFT,423.7303466796875,420.5324968610491,421.3002421061198,421.3002421061198,4.108838126911911,0.10270000000000001
2025-01-17,Snowflake surges 13% on earnings beat as company expands AI push,Snowflake announced an expanded partnership with Microsoft Azure to offer access to OpenAI models on Wednesday.,0.1027,MSFT,428.1714782714844,421.4820251464844,421.82879873422473,421.82879873422473,5.039072126618356,0.1027
2025-01-21,Snowflake surges 13% on earnings beat as company expands AI push,Snowflake announced an expanded partnership with Microsoft Azure to offer access to OpenAI models on Wednesday.,0.1027,MSFT,427.64251708984375,422.0437534877232,422.2440643310547,422.2440643310547,5.524651413252818,0.1027
2025-01-22,Snowflake surges 13% on earnings beat as company expands AI push,Snowflake announced an expanded partnership with Microsoft Azure to offer access to OpenAI models on Wednesday.,0.1027,MSFT,445.30712890625,425.9288242885045,423.76744079589844,423.78160196940104,10.026608601091676,0.1027
2025-01-23,Snowflake surges 13% on earnings beat as company expands AI push,Snowflake announced an expanded partnership with Microsoft Azure to offer access to OpenAI models on Wednesday.,0.1027,MSFT,445.8160705566406,430.1375252859933,425.5645512172154,425.1587562561035,11.4240442072142,0.1027
2025-01-24,Snowflake surges 13% on earnings beat as company expands AI push,Snowflake announced an expanded partnership with Microsoft Azure to offer access to OpenAI models on Wednesday.,0.1027,MSFT,443.17138671875,434.18511962890625,427.38090951102123,426.21832275390625,10.034810839307479,0.1027
2025-01-27,Snowflake surges 13% on earnings beat as company expands AI push,Snowflake announced an expanded partnership with Microsoft Azure to offer access to OpenAI models on Wednesday.,0.1027,MSFT,433.6903991699219,435.36133248465404,428.1800210135324,426.63343811035156,9.296624166837832,0.1027
2025-01-28,Snowflake surges 13% on earnings beat as company expands AI push,Snowflake announced an expanded partnership with Microsoft Azure to offer access to OpenAI models on Wednesday.,0.1027,MSFT,446.30511474609375,438.58629935128346,429.55939810616627,427.6687895122327,8.468047647392579,0.10270000000000001
2025-01-29,Snowflake surges 13% on earnings beat as company expands AI push,Snowflake announced an expanded partnership with Microsoft Azure to offer access to OpenAI models on Wednesday.,0.1027,MSFT,441.44482421875,440.4824916294643,430.98225838797435,428.3575912475586,7.12718780391836,0.10270000000000001
2025-01-30,Snowflake surges 13% on earnings beat as company expands AI push,Snowflake announced an expanded partnership with Microsoft Azure to offer access to OpenAI models on Wednesday.,0.1027,MSFT,414.1595458984375,438.5563528878348,430.30005318777904,427.6814938499814,11.596287398490743,0.1027
2025-01-31,Snowflake surges 13% on earnings beat as company expands AI push,Snowflake announced an expanded partnership with Microsoft Azure to offer access to OpenAI models on Wednesday.,0.1027,MSFT,414.22943115234375,434.11668178013394,430.0227530343192,427.07003645463425,14.23080388940595,0.1027
2025-02-03,Snowflake surges 13% on earnings beat as company expands AI push,Snowflake announced an expanded partnership with Microsoft Azure to offer access to OpenAI models on Wednesday.,0.1027,MSFT,410.09771728515625,429.0140598842076,429.57579258510043,426.3321095342221,15.66776086006987,0.1027
2025-02-04,Snowflake surges 13% on earnings beat as company expands AI push,Snowflake announced an expanded partnership with Microsoft Azure to offer access to OpenAI models on Wednesday.,0.1027,MSFT,411.5447998046875,424.49597603934154,429.34054783412387,425.7159716288249,15.46353751804118,0.1027
2025-02-05,Snowflake surges 13% on earnings beat as company expands AI push,Snowflake announced an expanded partnership with Microsoft Azure to offer access to OpenAI models on Wednesday.,0.1027,MSFT,412.4629821777344,421.46348789760043,428.4124101911272,425.18585205078125,15.441338401036377,0.1027
2025-02-06,Snowflake surges 13% on earnings beat as company expands AI push,Snowflake announced an expanded partnership with Microsoft Azure to offer access to OpenAI models on Wednesday.,0.1027,MSFT,414.9879150390625,416.9896022251674,427.78795078822543,424.7936237041767,10.91884180357027,0.1027
2025-02-07,Snowflake surges 13% on earnings beat as company expands AI push,Snowflake announced an expanded partnership with Microsoft Azure to offer access to OpenAI models on Wednesday.,0.1027,MSFT,408.9300537109375,412.3446350097656,426.413563319615,424.20608407479745,2.2801693819056257,0.10270000000000001
2025-02-10,Snowflake surges 13% on earnings beat as company expands AI push,Snowflake announced an expanded partnership with Microsoft Azure to offer access to OpenAI models on Wednesday.,0.1027,MSFT,411.3951110839844,411.949715750558,425.25303431919644,423.74854932512557,2.1490695685900545,0.10270000000000001
2025-02-11,Snowflake surges 13% on earnings beat as company expands AI push,Snowflake announced an expanded partnership with Microsoft Azure to offer access to OpenAI models on Wednesday.,0.1027,MSFT,410.6166687011719,411.43360682896207,422.775144304548,423.29572585533407,1.9333189620408573,0.1027
2025-02-12,Snowflake surges 13% on earnings beat as company expands AI push,Snowflake announced an expanded partnership with Microsoft Azure to offer access to OpenAI models on Wednesday.,0.1027,MSFT,408.2214660644531,411.1655709402902,420.08981541224887,422.7932505289713,2.253023080528988,0.1027
2025-02-13,Snowflake surges 13% on earnings beat as company expands AI push,Snowflake announced an expanded partnership with Microsoft Azure to offer access to OpenAI models on Wednesday.,0.1027,MSFT,409.7184753417969,410.90466744559154,417.70032174246654,422.31787109375,2.3068902124267803,0.1027
2025-02-14,Snowflake surges 13% on earnings beat as company expands AI push,Snowflake announced an expanded partnership with Microsoft Azure to offer access to OpenAI models on Wednesday.,0.1027,MSFT,407.6126708984375,410.2117658342634,415.8376268659319,421.88307596842446,2.4825579105140685,0.1027
2025-02-18,Snowflake surges 13% on earnings beat as company expands AI push,Snowflake announced an expanded partnership with Microsoft Azure to offer access to OpenAI models on Wednesday.,0.1027,MSFT,408.8202819824219,409.33067539760043,413.16013881138394,421.58567301432294,1.3334757999751525,0.1027
2025-02-19,Snowflake surges 13% on earnings beat as company expands AI push,Snowflake announced an expanded partnership with Microsoft Azure to offer access to OpenAI models on Wednesday.,0.1027,MSFT,413.9400024414063,410.04638235909607,411.1955086844308,421.3002451578776,2.1667444524185457,0.1027
2025-02-20,Snowflake surges 13% on earnings beat as company expands AI push,Snowflake announced an expanded partnership with Microsoft Azure to offer access to OpenAI models on Wednesday.,0.1027,MSFT,416.1300048828125,410.72279575892856,411.3362557547433,420.9381174723307,3.166421149024534,0.10270000000000001
2025-02-21,Snowflake surges 13% on earnings beat as company expands AI push,Snowflake announced an expanded partnership with Microsoft Azure to offer access to OpenAI models on Wednesday.,0.1027,MSFT,408.2099914550781,410.3789847237723,410.9062957763672,420.4942911783854,3.3073861199778807,0.10270000000000001
2025-02-24,Snowflake surges 13% on earnings beat as company expands AI push,Snowflake announced an expanded partnership with Microsoft Azure to offer access to OpenAI models on Wednesday.,0.1027,MSFT,404.0,409.77591814313615,410.47074454171315,419.8372772216797,4.064553110240273,0.1027
2025-02-25,Snowflake surges 13% on earnings beat as company expands AI push,Snowflake announced an expanded partnership with Microsoft Azure to offer access to OpenAI models on Wednesday.,0.1027,MSFT,397.8999938964844,408.08756365094865,409.4961155482701,419.16355590820314,6.058108102831314,0.1027
2025-02-26,Snowflake surges 13% on earnings beat as company expands AI push,Snowflake announced an expanded partnership with Microsoft Azure to offer access to OpenAI models on Wednesday.,0.1027,MSFT,399.7300109863281,406.9614693777902,408.5866176060268,418.60938415527346,6.842886670901147,0.1027
2024-12-30,Salesforce’s growth hits a bad milestone. Can its AI agents provide a boost?,The cloud software pioneer delivered an annual revenue growth rate in the single digits for the first time.,0.5267,NVDA,137.49000549316406,137.49000549316406,137.49000549316406,137.49000549316406,,0.5267
2024-12-30,"Nvidia’s stock is in a funk. Earnings didn’t help, but here’s what could.",Can Nvidia’s GTC conference give the stock a boost? One analyst thinks a bigger catalyst might be simply psychological.,0.6597,NVDA,137.49000549316406,137.49000549316406,137.49000549316406,137.49000549316406,0.0,0.5932
2024-12-30,Nvidia is biggest chip player. But it also leads by this metric — which may surprise you.,These 15 companies are expected to show the highest compound annual growth rates for revenue from calendar year 2024 through calendar year 2026.,0.7227,NVDA,137.49000549316406,137.49000549316406,137.49000549316406,137.49000549316406,0.0,0.6363666666666666
2024-12-30,"Rolls-Royce has been outperformed by Palantir, Nvidia but few others — and the gains continue","Rolls-Royce, the engine maker that’s been one of the hottest stocks in Europe over the last two years, extended its winning ways on Thursday after beating analyst expectations and setting medium term guidance that points to continued growth.",0.7964,NVDA,137.49000549316406,137.49000549316406,137.49000549316406,137.49000549316406,0.0,0.676375
2024-12-30,"If you invested $1,000 in Nvidia 10 years ago, here’s how much money you’d have now","If you had invested $1,000 in Nvidia when the company first went public in 1999, you'd have more than $5 million today.",0.0,NVDA,137.49000549316406,137.49000549316406,137.49000549316406,137.49000549316406,0.0,0.5410999999999999
2024-12-30,"Elliott’s Paul Singer gives rare interview. Here’s what he said about markets, crypto and AI.","“The state of stock markets today are just about as risky as I have ever seen,’ says billionaire investor Paul Singer, in a rare interview",-0.2023,NVDA,137.49000549316406,137.49000549316406,137.49000549316406,137.49000549316406,0.0,0.4172
2024-12-30,Can Nvidia earnings rally the stock market and stop the bleeding in tech?,Highflying “Magnificent Seven” tech stock are in correction territory. Investors are watching Nvidia’s results to assess tech exposure.,-0.296,NVDA,137.49000549316406,137.49000549316406,137.49000549316406,137.49000549316406,0.0,0.3153142857142857
2024-12-30,"As many as 41% of employers plan to use AI to replace roles—but it’s not a 'jobs apocalypse,' experts say",A recent survey says that as many as 41% of employers are considering downsizing due to AI. What is the outlook for employees?,0.0,NVDA,137.49000549316406,137.49000549316406,137.49000549316406,137.49000549316406,0.0,0.24007142857142855
2024-12-30,AI’s power demands spark new joint GE Vernova–NRG electricity plant project,NRG flags need for new partnerships to fuel power development.,0.2263,NVDA,137.49000549316406,137.49000549316406,137.49000549316406,137.49000549316406,0.0,0.17815714285714288
2024-12-30,Value investor Bill Nygren explains why Nvidia isn’t the best AI stock to own now,Look at companies that use AI effectively — not AI hardware manufacturers — Oakmark Fund manager says.,0.8591,NVDA,137.49000549316406,137.49000549316406,137.49000549316406,137.49000549316406,0.0,0.19764285714285718
2024-12-30,"After DeepSeek, Nvidia and the AI boom hyper scalers that hoard its chips face new questions","DeepSeek shook the market, but companies like Nvidia are still developing AI platforms that foundation models can use to operate.",0.4678,NVDA,137.49000549316406,137.49000549316406,137.49000549316406,137.49000549316406,0.0,0.1507
2024-12-31,Salesforce’s growth hits a bad milestone. Can its AI agents provide a boost?,The cloud software pioneer delivered an annual revenue growth rate in the single digits for the first time.,0.5267,NVDA,134.2899932861328,137.0328608921596,137.22333780924478,137.22333780924478,1.2094909274536587,0.22594285714285714
2024-12-31,"Nvidia’s stock is in a funk. Earnings didn’t help, but here’s what could.",Can Nvidia’s GTC conference give the stock a boost? One analyst thinks a bigger catalyst might be simply psychological.,0.6597,NVDA,134.2899932861328,136.57571629115515,136.99769592285156,136.99769592285156,1.56144607313899,0.3490857142857143
2024-12-31,Nvidia is biggest chip player. But it also leads by this metric — which may surprise you.,These 15 companies are expected to show the highest compound annual growth rates for revenue from calendar year 2024 through calendar year 2026.,0.7227,NVDA,134.2899932861328,136.11857169015067,136.80428859165735,136.80428859165735,1.710478473172172,0.49461428571428573
2024-12-31,"Rolls-Royce has been outperformed by Palantir, Nvidia but few others — and the gains continue","Rolls-Royce, the engine maker that’s been one of the hottest stocks in Europe over the last two years, extended its winning ways on Thursday after beating analyst expectations and setting medium term guidance that points to continued growth.",0.7964,NVDA,134.2899932861328,135.6614270891462,136.57571629115515,136.63666890462238,1.710478473172172,0.6083857142857143
2024-12-31,"If you invested $1,000 in Nvidia 10 years ago, here’s how much money you’d have now","If you had invested $1,000 in Nvidia when the company first went public in 1999, you'd have more than $5 million today.",0.0,NVDA,134.2899932861328,135.20428248814173,136.3471439906529,136.4900016784668,1.5614460731389843,0.5760571428571428
2024-12-31,"Elliott’s Paul Singer gives rare interview. Here’s what he said about markets, crypto and AI.","“The state of stock markets today are just about as risky as I have ever seen,’ says billionaire investor Paul Singer, in a rare interview",-0.2023,NVDA,134.2899932861328,134.74713788713728,136.11857169015067,136.36058942009421,1.2094909274536398,0.42442857142857143
2024-12-31,Can Nvidia earnings rally the stock market and stop the bleeding in tech?,Highflying “Magnificent Seven” tech stock are in correction territory. Investors are watching Nvidia’s results to assess tech exposure.,-0.296,NVDA,134.2899932861328,134.2899932861328,135.88999938964844,136.2455563015408,0.0,0.3153142857142857
2024-12-31,"As many as 41% of employers plan to use AI to replace roles—but it’s not a 'jobs apocalypse,' experts say",A recent survey says that as many as 41% of employers are considering downsizing due to AI. What is the outlook for employees?,0.0,NVDA,134.2899932861328,134.2899932861328,135.6614270891462,136.1426319323088,0.0,0.24007142857142857
2024-12-31,AI’s power demands spark new joint GE Vernova–NRG electricity plant project,NRG flags need for new partnerships to fuel power development.,0.2263,NVDA,134.2899932861328,134.2899932861328,135.43285478864397,136.05,0.0,0.17815714285714288
2024-12-31,Value investor Bill Nygren explains why Nvidia isn’t the best AI stock to own now,Look at companies that use AI effectively — not AI hardware manufacturers — Oakmark Fund manager says.,0.8591,NVDA,134.2899932861328,134.2899932861328,135.20428248814173,135.96619015648253,0.0,0.19764285714285718
2024-12-31,"After DeepSeek, Nvidia and the AI boom hyper scalers that hoard its chips face new questions","DeepSeek shook the market, but companies like Nvidia are still developing AI platforms that foundation models can use to operate.",0.4678,NVDA,134.2899932861328,134.2899932861328,134.97571018763952,135.88999938964844,0.0,0.1507
2025-01-02,Salesforce’s growth hits a bad milestone. Can its AI agents provide a boost?,The cloud software pioneer delivered an annual revenue growth rate in the single digits for the first time.,0.5267,NVDA,138.30999755859375,134.8642796107701,135.03428104945593,135.99521670134172,1.5194187963355257,0.22594285714285714
2025-01-02,"Nvidia’s stock is in a funk. Earnings didn’t help, but here’s what could.",Can Nvidia’s GTC conference give the stock a boost? One analyst thinks a bigger catalyst might be simply psychological.,0.6597,NVDA,138.30999755859375,135.43856593540735,135.09285191127233,136.0916659037272,1.9615612313740225,0.3490857142857143
2025-01-02,Nvidia is biggest chip player. But it also leads by this metric — which may surprise you.,These 15 companies are expected to show the highest compound annual growth rates for revenue from calendar year 2024 through calendar year 2026.,0.7227,NVDA,138.30999755859375,136.01285226004464,135.15142277308874,136.18039916992188,2.148782668702337,0.49461428571428573
2025-01-02,"Rolls-Royce has been outperformed by Palantir, Nvidia but few others — and the gains continue","Rolls-Royce, the engine maker that’s been one of the hottest stocks in Europe over the last two years, extended its winning ways on Thursday after beating analyst expectations and setting medium term guidance that points to continued growth.",0.7964,NVDA,138.30999755859375,136.58713858468192,135.43856593540735,136.2623068002554,2.148782668702345,0.6083857142857143
2025-01-02,"If you invested $1,000 in Nvidia 10 years ago, here’s how much money you’d have now","If you had invested $1,000 in Nvidia when the company first went public in 1999, you'd have more than $5 million today.",0.0,NVDA,138.30999755859375,137.1614249093192,135.725709097726,136.3381471987124,1.9615612313740551,0.5760571428571428
2025-01-02,"Elliott’s Paul Singer gives rare interview. Here’s what he said about markets, crypto and AI.","“The state of stock markets today are just about as risky as I have ever seen,’ says billionaire investor Paul Singer, in a rare interview",-0.2023,NVDA,138.30999755859375,137.73571123395647,136.01285226004464,136.408570425851,1.5194187963356016,0.42442857142857143
2025-01-02,Can Nvidia earnings rally the stock market and stop the bleeding in tech?,Highflying “Magnificent Seven” tech stock are in correction territory. Investors are watching Nvidia’s results to assess tech exposure.,-0.296,NVDA,138.30999755859375,138.30999755859375,136.29999542236328,136.4741368787042,4.93616193485453e-07,0.3153142857142857
2025-01-02,"As many as 41% of employers plan to use AI to replace roles—but it’s not a 'jobs apocalypse,' experts say",A recent survey says that as many as 41% of employers are considering downsizing due to AI. What is the outlook for employees?,0.0,NVDA,138.30999755859375,138.30999755859375,136.58713858468192,136.53533223470052,4.93616193485453e-07,0.24007142857142857
2025-01-02,AI’s power demands spark new joint GE Vernova–NRG electricity plant project,NRG flags need for new partnerships to fuel power development.,0.2263,NVDA,138.30999755859375,138.30999755859375,136.87428174700057,136.5626653035482,4.93616193485453e-07,0.17815714285714288
2025-01-02,Value investor Bill Nygren explains why Nvidia isn’t the best AI stock to own now,Look at companies that use AI effectively — not AI hardware manufacturers — Oakmark Fund manager says.,0.8591,NVDA,138.30999755859375,138.30999755859375,137.1614249093192,136.58999837239583,4.93616193485453e-07,0.19764285714285718
2025-01-02,"After DeepSeek, Nvidia and the AI boom hyper scalers that hoard its chips face new questions","DeepSeek shook the market, but companies like Nvidia are still developing AI platforms that foundation models can use to operate.",0.4678,NVDA,138.30999755859375,138.30999755859375,137.44856807163782,136.6173314412435,4.93616193485453e-07,0.1507
2025-01-03,Salesforce’s growth hits a bad milestone. Can its AI agents provide a boost?,The cloud software pioneer delivered an annual revenue growth rate in the single digits for the first time.,0.5267,NVDA,144.47000122070312,139.18999808175224,138.17571149553572,136.8499979654948,2.3282625378841546,0.22594285714285714
2025-01-03,"Nvidia’s stock is in a funk. Earnings didn’t help, but here’s what could.",Can Nvidia’s GTC conference give the stock a boost? One analyst thinks a bigger catalyst might be simply psychological.,0.6597,NVDA,144.47000122070312,140.06999860491072,138.9028549194336,137.0826644897461,3.0057740116079614,0.3490857142857143
2025-01-03,Nvidia is biggest chip player. But it also leads by this metric — which may surprise you.,These 15 companies are expected to show the highest compound annual growth rates for revenue from calendar year 2024 through calendar year 2026.,0.7227,NVDA,144.47000122070312,140.9499991280692,139.62999834333147,137.3153310139974,3.2926604578409506,0.49461428571428573
2025-01-03,"Rolls-Royce has been outperformed by Palantir, Nvidia but few others — and the gains continue","Rolls-Royce, the engine maker that’s been one of the hottest stocks in Europe over the last two years, extended its winning ways on Thursday after beating analyst expectations and setting medium term guidance that points to continued growth.",0.7964,NVDA,144.47000122070312,141.82999965122767,140.06999860491072,137.5479975382487,3.292660457840965,0.6083857142857143
2025-01-03,"If you invested $1,000 in Nvidia 10 years ago, here’s how much money you’d have now","If you had invested $1,000 in Nvidia when the company first went public in 1999, you'd have more than $5 million today.",0.0,NVDA,144.47000122070312,142.71000017438615,140.50999886648995,137.7806640625,3.005774011608004,0.5760571428571428
2025-01-03,"Elliott’s Paul Singer gives rare interview. Here’s what he said about markets, crypto and AI.","“The state of stock markets today are just about as risky as I have ever seen,’ says billionaire investor Paul Singer, in a rare interview",-0.2023,NVDA,144.47000122070312,143.59000069754464,140.9499991280692,138.0133305867513,2.32826253788425,0.42442857142857143
2025-01-03,Can Nvidia earnings rally the stock market and stop the bleeding in tech?,Highflying “Magnificent Seven” tech stock are in correction territory. Investors are watching Nvidia’s results to assess tech exposure.,-0.296,NVDA,144.47000122070312,144.47000122070312,141.38999938964844,138.2459971110026,9.227497195985414e-07,0.3153142857142857
2025-01-03,"As many as 41% of employers plan to use AI to replace roles—but it’s not a 'jobs apocalypse,' experts say",A recent survey says that as many as 41% of employers are considering downsizing due to AI. What is the outlook for employees?,0.0,NVDA,144.47000122070312,144.47000122070312,141.82999965122767,138.4786636352539,9.227497195985414e-07,0.24007142857142857
2025-01-03,AI’s power demands spark new joint GE Vernova–NRG electricity plant project,NRG flags need for new partnerships to fuel power development.,0.2263,NVDA,144.47000122070312,144.47000122070312,142.26999991280692,138.81799723307293,9.227497195985414e-07,0.17815714285714288
2025-01-03,Value investor Bill Nygren explains why Nvidia isn’t the best AI stock to own now,Look at companies that use AI effectively — not AI hardware manufacturers — Oakmark Fund manager says.,0.8591,NVDA,144.47000122070312,144.47000122070312,142.71000017438615,139.15733083089194,9.227497195985414e-07,0.19764285714285718
2025-01-03,"After DeepSeek, Nvidia and the AI boom hyper scalers that hoard its chips face new questions","DeepSeek shook the market, but companies like Nvidia are still developing AI platforms that foundation models can use to operate.",0.4678,NVDA,144.47000122070312,144.47000122070312,143.1500004359654,139.49666442871094,9.227497195985414e-07,0.1507
